session_id,duration,segments,tokens,speakers,speech_ratio,overlap_ratio,speaker_imbalance,english_ratio,rms_db,noise_floor_db,dynamic_range_db,clipping_ratio,wav_sha256,transcript_sha256,fold
021,43.516937,24,189,4,0.83553674,0.04290429,0.5021097,0.0,-19.763576,-47.081783,32.152996,0.0,3b31e9c24a3736edcdd0c6a553aa4fb2d28b0753131b50d7208a4e44445fee97,961759eca96e3c6d5bda7d3753edb011d53f81e8d59a085d4701cce136ea0d94,2
022,43.031937,21,206,4,0.89119854,0.11707953,0.70961718,0.0,-21.723699,-46.953468,29.237204,0.0,4e32b488f283feddf36c02ebbbadb6ecff9a6278f9258021285323f4b9692274,87e2e3d5353a3c55b53ef338f8a18b0b3a2416936f63d50e1204d4956ae04624,1
023,39.65,20,204,3,0.9556116,0.08419108,0.66455696,0.0,-23.46942,-50.031937,27.989166,0.0,9c512e7aa14a090b1884d2a5ea32b106c97702edddbacba3c79e3b66b07ebd29,291199aff6beb630777e033f351fa0b8131d0dac0aaa663c1c02961f4fe187c7,0
024,30.635125,14,139,3,0.8917868,0.13872621,0.55502996,0.0,-20.15904,-43.842522,28.1646,0.0,9659767171e8804d5deddb641c45e33b785196f6ad1134f675ff5ec664f3f4b6,d11d51121d1bbc0183349e971845407a52b7e9f856588da959d2327bc9918a76,3
025,37.350187,24,174,4,0.82784056,0.14262613,0.58256496,0.00574713,-18.959354,-47.524338,33.297134,0.0,e28e41203932d818bee9b56400374e0b7bee0be4f9072bcc0d78322beb3b754b,6aa7c4498c6be45b125aa32a098092e10a0b9599e37b56cf5d3eb4340bb87437,1
026,41.528,28,216,5,0.83895203,0.15556831,0.35002467,0.0,-20.35714,-50.081589,34.023987,0.0,9063e8f3bf52c80c7513b1a7d396875dd4f6933e206dec5e11291c2c66cb49a7,b9edaab017b9d708fc5e0058509305de8eb0f868c0e176546a4111d08441456f,4
027,42.82,23,211,4,0.85497431,0.1393062,0.46775354,0.0,-18.088951,-47.507988,33.859993,0.0,ebc8cdb6bb35bca15fba421c5b8061b81bcb6896f5e7d00c023256d52831ddf5,2e4f28d75cefb14d9bb76ec4687b42ea53df2a5e33ea127d7b0c730f32aa41d1,1
028,44.084562,28,223,3,0.86379444,0.12132353,0.56276347,0.0044843,-20.708373,-49.691631,32.688435,0.0,4548d90d72635085750e0a6fceb602fde2fd7d40055436e19673ecc9ea3fefc8,33f3a81119fd39e862d89954c0d8a185b890ebd167e11a7c3bb0de29093005ba,2
029,42.820125,26,191,4,0.84703162,0.05845051,0.50794478,0.0,-19.954526,-50.243687,35.27224,0.0,e079d0fffdcd391d1035bede2e36b53d27b9b46fb0bcce0c3843739cb27a3e17,f1e42e3918f9fa7cbb36cc2ff88f0817be7ef93c73da7358d4da777bcadc756f,3
030,32.826375,14,157,3,0.87064137,0.03463961,0.51369631,0.0,-18.560034,-47.339775,33.74297,0.0,14d0243c6a2aab3e4156853010faf1e3ce7a6d6e64305e564eb145c5bf1031b2,0b0e73949ef742c477aec74b5568d6d8dd19ffa5432a5f0dca52a85871f53574,4
031,44.719938,21,220,4,0.86739835,0.065223,0.54017425,0.0,-17.686912,-45.059578,32.206802,0.0,9e6e5a49728eb16948c5caf0d5aa43e9f06ebe1dd8feb247a54494e531e5fe2a,8a80a2c2f5da9919acf89747b2df4a926bf09e20937cba1a7b8a620d0c4f3b5b,4
032,44.641813,25,249,4,0.91573343,0.07754403,0.68036322,0.0,-17.415616,-45.823299,32.95578,0.0,9b6df3ad35cb27a46da7a2f59c41961228425f4cd1cb6c4425786ce657b0de4d,3b7f083b28849ca1f305bc236fb143ad03c50e89251fe77f4ea2fec380bf091a,3
033,41.17,18,185,3,0.90405635,0.06421279,0.69149205,0.0,-17.215906,-44.004913,30.946693,0.0,375b6aa7b6dd3e93438bda4a25927f6bfdbe05fbf12a2a55d2af38c53baa27f6,715e75edf8e12434c53f75b761cddec3ccc7f433cbbd78247d82c55283360bf5,2
034,44.099438,22,248,3,0.87075941,0.0,0.68802083,0.0,-18.114785,-49.406822,36.208736,0.0,27312089039bbf1fdad11b815156f602ac2b5abd62b485c9dc9dbf4ee9cc6d7c,f985178f092721220a3c770f30d148f9a61b34b374a18807386087230e655792,4
035,42.947063,26,206,5,0.76908636,0.12745988,0.49623279,0.0,-18.568403,-51.685368,38.544762,0.0,09828de6c965ceb306b43fbf59230d0d98d3b894f1a457ae23e337dab84ff8dd,67cb568d019ae16aeff7d70aa7b60f5ff7aa17647fdee693fc689eb3aaf2818b,3
036,43.462688,24,255,4,0.90721495,0.10017753,0.54400922,0.0,-21.051886,-45.832745,28.614237,0.0,04823c6fdd2e57cc2b0233803b3f9ecd5f742696cdfd5053bd3126a5f6e0aed4,1785e26e173ef1da2e3250a0959b0ef1796ce393d9c000f4a529b19929ea34db,1
037,40.562562,25,204,5,0.81898179,0.13094521,0.54269753,0.0,-20.204725,-50.009514,34.436298,0.0,e50ac0c645cfa982a6da94b2d22e9d88a9e2441894b43249fb0a9f033ef3bcc6,86f8c572d5ca473140d1cc5e8a09c4ddfabb93899a0d6cedd2ac77510509e66e,2
038,40.12,22,218,4,0.89307079,0.10019537,0.58726535,0.0,-19.327174,-46.846275,31.842411,0.0,bbfd52efdf454f6fc89c162901134dd4ed704b3ebdcd7d1566439d4ad5f8dc0a,6883684e7c2c8bf3c71b170797722077a7f5426b152b78d9af54ab747118099c,4
039,42.966437,15,171,4,0.75244777,0.0,0.61088772,0.0,-19.968239,-47.253662,31.644505,0.0,6d19c5ae1fca29a4f1f674bb745b2ed026e5c0f15a2dfd3dbffb2a63ecb31ba0,a546afa052293e1741e2407b9830eb32774bdef1f70e0bfcd5947c58bfebc511,3
040,43.052687,14,176,4,0.6794001,0.0,0.55316239,0.01136364,-17.600828,-51.594017,38.871567,0.0,0dd3bfc5b8981f7f3e00ed4c99c89c2cc6c8b14a7453638bdf79860a3335105f,86e0a1a93ce9f574dc0e4ac2833acae22ad94ab627144bdcd19bae2d082cef4e,0
041,44.552188,15,174,4,0.75619183,0.04719501,0.65192744,0.0,-19.230616,-44.56139,29.788399,0.0,87dc6a41160e0f517c1291b1153a0c02f7c35ed6dbf8974c09e4976b9ee9f714,390b0ab0fd3c4377190da385499d1a7cc2531690593e906f78f6a130e4081c81,1
042,44.39,14,161,6,0.75625141,0.0,0.56836461,0.0,-18.275447,-49.370201,36.170441,0.0,cc5474451699822ec5fdb770028275aba4e3c052863caf91adab251aa38d6590,9d22953f7e80b5b16bcb350ca0251bb2230e20a7090bdb09d3adb47ad41ab655,2
043,43.96,16,197,3,0.81483167,0.02596315,0.62884354,0.0,-19.07559,-49.391541,35.254082,0.0,154f9a791de2a4b82ce72a60f11211d28a884e7e718bed65f640eecc103725bd,920afd3f61b05e485171672bce3f91e5c015f3bc43e00ca030144a78994acf42,4
044,38.249313,14,174,2,0.88550611,0.0,0.73723059,0.0,-17.141417,-39.997944,27.358994,0.0,4066ec554be0451d43cc9167d2e54ad3a14613f40e6030ec66fd46c78b6fa977,7506c245d79347f24d4b731003d08a2496f5463595f859429ddf9032fb04a9ec,4
045,42.78,15,131,3,0.68069191,0.02232143,0.59590191,0.0,-19.563294,-47.428738,32.996864,0.0,65a6e6d1d5881fffae3bd01a3d8b6cbd9357e857911321f40b686fc2dc591e6a,971ecbfdff67625c1529dd3c309d8568f8492e5fe7273eaa02735c18c48d2de1,3
046,44.86,18,193,3,0.78421757,0.06765208,0.62539936,0.0,-18.892746,-50.124336,36.01627,0.0,edaabb53ddef4ca170e810f34de6a4eab5c2a774fdf7bd80f5a668128efecce3,3a382c873c341983f5cb40fc5725b3c361e8a35764893893e3e7a5154d6ef112,1
047,43.799062,17,170,3,0.79293935,0.03253671,0.48159509,0.0,-19.332935,-55.057228,41.208542,0.0,45b6eb30c90746812e53d30dec41e1fc583c7f29ae2cd9043b3feccf6d16dde3,86afc6e0c5d67c6d76303415ea102d99a2d398cc5a0ce75643c874738c71ce80,1
048,43.68,14,190,5,0.83150183,0.0,0.36508811,0.0,-17.787314,-50.004276,37.396896,0.0,e7df693d4be2247c53f810007d863e1c6520ca2695d1de5bb311ae9f520a95fb,0803e70f715b5fed15c967df59b09c09921d6dc31b25603a539dd9aea1cd5bc6,1
049,44.704062,16,190,3,0.819836,0.0,0.45866303,0.0,-19.063017,-49.600163,35.507954,0.0,56d5c0a4b11119a38fe33a9f378ac898d15a00b92507b1ee380e63ffbb175305,763e0b4248c1df0729cede69075b4c64a469c3f86604c54f2e6fba0631035f58,1
050,44.9725,18,211,5,0.77269442,0.01179856,0.30318544,0.0,-18.43172,-49.016804,35.717937,0.0,8df8a0fa5bd879329c808b47e097eed65f3ed27eb2baead01f0d682e490e09c2,42e08bf09e0bca0a57edb497a97abf0992796f6b3417abe44e3854877b8730d3,2
051,34.820125,13,147,3,0.865017,0.00132802,0.56167109,0.02721088,-18.08423,-49.963863,37.471779,0.0,bff72062d5cfa7882a06b74cf3252be0393ccd4eb555091412e611978d325915,29f845991837685f9a22088155a919f678e9de8aa675a1eac3d668c1cfca427e,3
052,38.248562,10,136,4,0.70512454,0.0,0.44568039,0.0,-18.150639,-51.612026,38.607986,0.0,271ab1c49ca3bd36d7c38a69cc09ebf13366f01f751771201f56266332fa26df,72440640812e3ac86ba2eb5aef8c4098eae9521bece12510715700f41a2d7ed1,3
053,44.337938,15,207,6,0.83652966,0.04232947,0.22917744,0.0,-18.542222,-50.360722,36.960312,0.0,e555aa99bc53bf0c1fe520fa62c8b7024b4eb95f8638813fd66adc5a1f03030f,8cb7efef125b29089a4644a98a9bd380c7566e1c48d3a760aa5d765ff4273843,1
054,35.38,13,164,2,0.82334652,0.0,0.60453141,0.0,-19.579227,-51.286423,36.752956,0.0,e930ca83319afa725a3c5ffd3d83fe6ce03a0ff86d71ae83f59d9972cb163fae,63c7592911691e2c9521f21382a25ec8b9d022f197b85d1ca3511acbbae232d0,0
055,41.027375,16,200,4,0.88258145,0.00718034,0.40471621,0.0,-18.343992,-49.511848,35.85017,0.0,aad646934052905cbdccc6f7f55b9a1b5555dc8929c2e82b8e897a60858b3b22,d4ca1913c02f559587c9a5bb9f5955d2576e6e4c92758118d9f4803704d1ff07,4
056,44.22425,14,168,5,0.73059464,0.0,0.47663262,0.0,-17.816339,-52.040104,39.459206,0.0,39e1d3595a97edab80f1e1d821e737ac1d6bb6cd015c40169fb717bc0add30a7,fe58498197f2871379c8c3b9ec2328d055e5c0171a9f08cec507448d494a0299,0
057,44.015,13,189,4,0.82085653,0.0,0.44616662,0.00529101,-17.694826,-50.989975,38.25391,0.0,7d6693d60dd39ab44786cbf17693a9bd7226827bf56f9e44ea117489774e21d7,7fabd8f4d8183bc5436990f4f476e58cac3c6f0f6240bf8200ad667c6680a53c,1
058,42.04325,15,195,4,0.82819478,0.0,0.35094773,0.0,-19.293621,-47.62672,33.056225,0.0,cc1206a950e355682d517c94cefd236094418624150986da4ee201977a409202,c64031ca07d98d0d8c544fd3ada2349868101e89ea5924a6f6a0dfe50697bb83,2
059,35.760062,12,165,4,0.82997618,0.0,0.39218329,0.00606061,-18.382791,-47.178505,33.626747,0.0,6238d8a20e3043da0b3643f41a36ca7e6e8d42f1c5a19f0c62adc0592bd3b79b,46bf191889871f37574733d946dc0cd3de2229cc4e94ce52389d7086abcae77b,2
060,44.926,14,189,4,0.76325513,0.0,0.42548848,0.0,-17.743406,-52.82444,40.031334,0.0,76a97cb0e4631d7e4df65011dae7c3a4e50aabf33d303d3ab144bfa1e4defe61,0cb6cae2ff8658d5fe7a3896652814dca9be3a47dcc86d5e15317816bf5bd60e,0
061,42.130063,16,211,5,0.8343211,0.01507824,0.33071749,0.0,-18.996351,-49.483391,35.245777,0.0,a900f6b3469c82e054a1bb2e9b00735e721480137b9b63e6d57d97f855ada3b7,574ceb62f5ad81a2bc6c80828234f52bb2e04237f152493bc9958bd5301815c3,0
062,44.899062,15,217,4,0.86527419,0.0,0.61261261,0.0,-19.322579,-43.861313,28.946724,0.0,b1f977ea81498eb5db8ee085a062aecb26d72fa903fc3eb726b8baec9dabbcac,c5d095d0f28be2cf7f5cccb0d15ace7d82cc9c5e0b6e69142a11b69d124e2514,2
063,43.427375,14,178,5,0.75113911,0.0,0.37798896,0.0,-19.972118,-50.495033,34.718105,0.0,95d36e3301df097cf5e26e1924f58973bee06b084d21d2ee5a728de72711b9d5,8f9de782fa63ca82b0e3e4f9ea740e682815bb41639943eed0d386d8eb167d83,1
064,44.209938,15,182,3,0.8163323,0.0,0.55943475,0.0,-18.894717,-48.216484,34.201717,0.0,c2e73602770ddf8fd20d34a7ba04ee0d1aa7e9043d3bf78b6de516382e885ab8,71b18c67449cebe731cce487338537ed8a181383614a1ac02454d407b074dcae,0
065,42.033563,25,185,5,0.81791782,0.12303665,0.34975622,0.0,-20.061239,-49.353096,33.801609,0.0,d0700e451f281620488ff99b57df784b535d5e1259b0d5c5217f62ee5417a22e,38c645960ede6a650939d870f968c4738e9b21a3a9a3d1de4b475bab156bdd20,3
066,37.17425,17,144,5,0.70344392,0.04244742,0.59317682,0.0,-19.27633,-50.406158,36.420036,0.0,0306c50c58b08de9a8113dc8170d3a0f21a3e4da74dd9b177db505c066382f51,47ab320e0530da5759d304e1a3eb6f8ff13205350bfcec1ad18ff864ac445b0f,0
067,41.812625,17,173,4,0.82080472,0.08245921,0.5833109,0.0,-20.093258,-48.25964,33.176304,0.0,da278de822978e14eacfeb5ab0fd1b9eabec81775ef0e490a0e47b71454ef283,f22935a9f539f3d276987b55249919b0e674b1d2d5a7413e916c20e5c9d04b8f,4
068,41.310313,19,164,5,0.67077682,0.05593649,0.24196856,0.0,-19.413853,-47.606651,33.490952,0.0,afc2bc821161f6cd0b770829fa5614b2a9196758c3e552c467388216b273122d,5d06cfb9cb172f3a76354971eb1b162d34008ab876a1cbd1d346793e064623fb,2
069,43.96,25,198,6,0.81323931,0.09454545,0.39188847,0.0,-20.737391,-47.531075,30.640738,0.0,fc36a4304f4fceaf6d69fe2735eb45d6fed06f8e79f2de2cc2ae49b6c42a69ad,0f531d3f8a9a8ef58195410dce19aa7748a6b3446eafaf63a80157e30e3d096e,0
070,39.19,22,152,5,0.75146721,0.13208829,0.30173965,0.0,-18.783221,-47.988895,34.645458,0.0,e3d3ad663c1ffea819eddf8ee824c9dccfe4a353e913ca65334509c5495aad70,111d7cee19b77d841b30b1cc8440437840e2e6d7067378f2a77eb77aff7e3ca7,4
071,44.885,27,222,6,0.92636738,0.07864358,0.40802676,0.0,-20.410644,-45.127132,29.393101,0.0,cf6028200d81f4ab270a839d87fa9801a42fe187a1ec32e276f4b4d376b9ca47,c23ac6ab8d97e021434ab767f13cf1758f211442251218bbd4e8e64cac52c83d,3
072,42.05,16,170,5,0.7334126,0.09922179,0.34365782,0.0,-19.428147,-52.643314,38.034573,0.0,627f1d244229319727712765333dff0a4b2d74f2aebac86b27d2f19543238971,849a5cd11a17e48925e9a8efa9a1a5f182b255a6250e4162ea81f842cacc66b6,4
073,44.075,29,213,4,0.91366988,0.10479265,0.48281285,0.0,-20.155838,-45.946335,29.733669,0.0,4bc7dde97016a66aa13c05af38ea3c3746f1f4e646b78d045b886620f74e8f86,2ad2e937fa8501c8bd8a49a6d0e982610821024c538d9a510164e5d16c85ceef,0
074,43.666688,26,219,6,0.83908357,0.12199782,0.36098273,0.0,-19.544172,-51.648655,36.70031,0.0,f4e38156bddc6198dd8ffb022c8159e180ef306e476c3fad91e22c81d9b57e06,a7ebd4e0f1773c44de28bbaf31cd5ada0a4de89b97a2670f9046d5e1beb8184e,4
075,38.11,21,173,4,0.8286539,0.12222926,0.51749436,0.0,-19.698877,-50.531887,35.520317,0.0,47af20bef684c892039270e5a753e221737112190889a04cf514cd6af621e99b,6c3ed657053dab74a7a79f8de4b82d45adf9b065716ddda5ac87da6fcbb4c075,2
076,39.16,16,186,3,0.886619,0.03657834,0.40483468,0.0,-20.837336,-44.742882,28.24073,0.0,b27d1b48b0cb83e3f06aa4ed1762445dfd2c0301549e7fdf286447365f0fbea7,cfe343c15e0a0f860a34aa187b1f1f81eae905277ac3f7718551eae687761c64,4
077,43.61,17,209,3,0.83925705,0.0,0.66557377,0.0,-19.403083,-51.394325,36.578346,0.0,f3afbed16c26aca091e9fcdc5785abb99fe3e158e9a6a39e2ce7a615a21b561e,073a22a594727ec5d91545b40d05a7f7c4a81dcf0974421f6cc23672290908eb,1
078,42.005,21,204,5,0.84632782,0.12348805,0.50625939,0.0,-20.556603,-48.521416,31.659925,0.0,0620d93e606692d458af6ea136acb3ca96bc733eb9c7b4934611074bfa06f235,e279ac8a013f67e87f5a49b1365f00c728e84ddde9d8f1cf4a2763c2a921c105,2
079,43.05,23,199,4,0.84181185,0.08609272,0.595226,0.0,-20.093332,-47.347454,31.516563,0.0,9db2f808fbfd73958049c47523c72eba8517e4d5c04bca5b992fd487aa54845d,354e0426bee42f94f145c430f922628837a70045eb0354caf27a1f701f242c56,3
080,41.32,20,182,5,0.84801549,0.05136986,0.51058632,0.0,-19.608124,-49.532665,34.612827,0.0,573a9611e2210ecde766392bff1746480f52fb638e7981a76f02f4971d856f14,ce7e5afd6602af7c93240550002ab20a5d98ef366f41e9c5d1d0a603b3f42543,1
081,44.38,20,209,4,0.89296981,0.03835478,0.40644541,0.0,-19.759432,-49.344257,34.637932,0.0,71654dc5e0fd7bcad2d07f6886fa209fc82049c4014743aa515c277ed5a5a7eb,68967afb7cb1ec231177de108308e31d5f34d8af8dacf76e8fb72080b006662b,0
082,42.493,13,184,3,0.84484503,0.0,0.53593315,0.0,-19.03045,-48.195408,33.537159,0.0,4c8285eedef8156c3199a250d9dc6d11a2f8240ebfe3b21ea80f1fcf1684df4b,a3ad8234814a25a2f268a9c5dcb55dcef45a25875751dde1b9bee61daef7c6eb,0
083,44.753437,21,194,4,0.82340044,0.06295794,0.35358693,0.0,-18.928725,-49.786148,35.166759,0.0,42bbffd07ba1060d35ccd22b4723ebdec7a12923ccabf5f561a33b3b0380bce2,76d3edbd949800c2354540f78a64fadb6304fa0d4a61e0b82e2e6094847ba931,4
084,43.807313,20,181,3,0.8293136,0.09441233,0.44844064,0.0,-19.06483,-51.462997,36.747631,0.0,a386409ceea537b5c81c1c3377d482e43956300e94920f8dd4d30c2edba3aeee,2bd79d489dd9c2e5445d413f591960d5c16c895ad4edf50bdc75244aa4342bb4,0
085,42.35,16,125,5,0.51003542,0.12268519,0.36203362,0.0,-22.773452,-56.743393,38.427383,0.0,7740cdb1be048806f2553d6964bc0088331cde0ea92ae7639e7d7e600d3323ea,7f22aa1d54d4d1b1b8e2fcf8fd8abb4f41a669a67d45ebf173b25672d5293c45,4
086,42.698937,24,210,5,0.80423547,0.16074549,0.45614907,0.0,-18.010804,-50.223728,37.234001,0.0,ce1caeea88815f08d79459617a209641eec972541b3b3dab4dbd1f16383f64a0,23def8c9237f983e017f801205b08a33ce371263173050160ed509a78802bb0a,0
087,42.94,14,161,3,0.81672101,0.0,0.61847733,0.0,-17.11517,-54.339989,41.98941,0.0,b97fd666598369a9f3af7560e8cca19a1892a6cbae94e636a325f2b1216da1ea,5a9db0ef9bccc48295a912cd4aa3fb08401c000031e01dee0f7779b2b5ec391f,1
088,40.86,13,161,3,0.86514929,0.0,0.6291372,0.0,-17.468234,-51.433823,38.837914,0.0,cb7673c8cea09a15f91a8d3d33f2c2a57f327c8ea74ebe95816da3886cb324d3,834f73ea0b57597963550e9af4104bad1d033140997ab787f98945200117e4f4,3
089,44.273625,16,151,3,0.76569289,0.01297935,0.42457775,0.0,-17.953148,-49.895477,37.105587,0.0,39d49d39e5ad828383357f256e3cfb7c9ffbd1c9b56c1bcc04b50cb82b98ab52,ba85a47fe106ca19e77e0404d64a3707a291fc39a6bc960a5ca6d25176ddc4e5,4
090,38.050063,13,135,3,0.82706829,0.0,0.48808389,0.0,-17.026691,-52.391167,40.394894,0.0,f5b1839b2ad8575aed56b5278178a481198b1199170994b0366c1e38f8fada18,64a879b959647ef870670de1e61f8e3e7fe629e47d631dbe77bd63f88f77cb91,3
091,43.750625,19,172,3,0.7789603,0.04548122,0.46870615,0.0,-19.405432,-54.369186,39.993507,0.0,9710aafe7618e4e85495777f22c10c1c9815c9fd837b90423dbebfc5a6e83507,a3c1179c6fdbe4deee352f28a56a7a9bbf946986a41191de78e72a7f02633a0a,4
092,42.802937,16,154,4,0.71770775,0.04199219,0.4342393,0.00649351,-18.8671,-51.03566,37.280842,0.0,f403d1a655bdad557562ef2b373e790e113add8a0750df4df2577410f2d1d37a,03939ebbe2f43d6452fb92f1fb06e2311ced4a044fd80a5d62e9525489da6419,1
093,43.25,22,170,4,0.70242775,0.11487821,0.37805237,0.0,-19.635219,-56.683727,42.453136,0.0,77e649db57fec7efddeadbf2a0622a69e3f796b230b88a4da6c01f9383549b7b,e7df114804fb87827771dce15d71afb72faff0d43c27fb391980a34c752ae142,2
094,39.73,20,165,3,0.74175686,0.06209705,0.45495208,0.0,-19.305425,-55.154724,40.484863,0.0,51aff5520f5878c8a691e4869d5c06acdccffdc377527801779badd948f3880c,029a318f3a4010353ce70e575b43921acde90578e80628cbfb9884c5d3444bd2,2
095,42.760062,22,184,4,0.77502225,0.13669282,0.4765065,0.0,-20.037862,-47.443577,32.247173,0.0,56fb42eea14f0b162bf70b9587c24500844151301646af191edfc61b940ec02c,d0fe032c26af81262787b19a05418201dca89dce8712687e2a08fe5249e11fc9,1
096,43.050938,21,187,5,0.8543368,0.10902664,0.31404756,0.0,-17.968107,-46.802216,33.31517,0.0,a7dbcfa12dffe689bb78250e37659688c0e616d28d011bfba054f6a2630b24a5,ed04cf37343ad31a83fd8fe54f602ef2e4f06459e0810659387baec07467b5dd,0
